UniProtId	Type	Annotations
Q8K2A8	Multi-pass membrane protein	ECO:0000305
Q9UM73	Single-pass membrane protein	ECO:0000269|PubMed:16317043, ECO:0000269|PubMed:9174053
Q99JB7	Single-pass membrane protein	ECO:0000269|PubMed:15342463
Q6Q4G3	Single-pass membrane protein	ECO:0000303|PubMed:17525158
A2RT91	Single-pass membrane protein	ECO:0000305
Q6QNK2	Multi-pass membrane protein	ECO:0000269|PubMed:22025619, ECO:0000269|PubMed:25533341
Q8VEC3	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q5T601
Q58Y75	Multi-pass membrane protein	ECO:0000255
Q9D2L6	Multi-pass membrane protein	ECO:0000255
Q8IZF2	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9WVT0
Q8K209	Multi-pass membrane protein	ECO:0000269|PubMed:17576745, ECO:0000269|PubMed:22238662
Q86Y34	Multi-pass membrane protein	ECO:0000269|PubMed:22575658
Q8IZF4	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q3V3Z3
Q6F3F9	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q86SQ4
Q80TR1	Multi-pass membrane protein	ECO:0000250|UniProtKB:O88917
Q80TS3	Multi-pass membrane protein	ECO:0000269|PubMed:22405201, ECO:0000269|PubMed:24739570
Q923X1	Multi-pass membrane protein	ECO:0000269|PubMed:23871637
Q9H553	Single-pass membrane protein	ECO:0000305
Q8CFW1	Multi-pass membrane protein	ECO:0000269|PubMed:19474308, ECO:0000269|PubMed:19561302
Q9HCE9	Multi-pass membrane protein	ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:22946059
A1A5B4	Multi-pass membrane protein	ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:22946059
Q96A54	Multi-pass membrane protein	ECO:0000269|PubMed:12802337, ECO:0000269|PubMed:25855295
P12235	Multi-pass membrane protein	None
O60241	Multi-pass membrane protein	None
Q80ZF8	Multi-pass membrane protein	ECO:0000250|UniProtKB:O60242
Q14246	Multi-pass membrane protein	ECO:0000269|PubMed:24530099
Q86SQ3	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q91ZE5
E9Q4J9	Multi-pass membrane protein	ECO:0000255
Q8IZF5	Multi-pass membrane protein	ECO:0000255
Q8IZP9	Multi-pass membrane protein	ECO:0000269|PubMed:12420295
Q8R0T6	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q86Y34
Q8BM96	Multi-pass membrane protein	ECO:0000255
A2ASQ1	Single-pass membrane protein	ECO:0000269|PubMed:10402191, ECO:0000269|PubMed:12796478, ECO:0000269|PubMed:17611272, ECO:0000269|PubMed:18230682, ECO:0000269|PubMed:8653787
Q8JZZ7	Multi-pass membrane protein	ECO:0000255
Q9HBW9	Multi-pass membrane protein	ECO:0000269|PubMed:23871637
P29754	Multi-pass membrane protein	None
Q07075	Single-pass membrane protein	None
P97449	Single-pass membrane protein	ECO:0000269|PubMed:8805662
Q7Z5J8	Single-pass membrane protein	ECO:0000305
Q86XL3	Single-pass membrane protein	ECO:0000269|PubMed:22770216
P70180	Single-pass membrane protein	None
A6NF34	Single-pass membrane protein	ECO:0000305
Q16853	Single-pass membrane protein	ECO:0000269|PubMed:9653080
Q920A7	Multi-pass membrane protein	ECO:0000305
Q8JZQ2	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9Y4W6
Q5BKT4	Multi-pass membrane protein	None
Q80T32	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6QNK2
Q61549	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q14246
Q9BY15	Multi-pass membrane protein	ECO:0000255
Q5T601	Multi-pass membrane protein	ECO:0000269|PubMed:20149256
Q8CJ12	Multi-pass membrane protein	ECO:0000269|PubMed:12420295
Q8IZF6	Multi-pass membrane protein	ECO:0000255
Q86SQ4	Multi-pass membrane protein	ECO:0000269|PubMed:15189448, ECO:0000269|PubMed:15225624, ECO:0000269|PubMed:24227709
O94910	Multi-pass membrane protein	ECO:0000250|UniProtKB:O88917
O95490	Multi-pass membrane protein	ECO:0000255
P30556	Multi-pass membrane protein	None
P50052	Multi-pass membrane protein	None
Q9BRQ8	Data unknown	ECO:0000305
Q6P1H6	Single-pass membrane protein	ECO:0000250
Q5XXA6	Multi-pass membrane protein	ECO:0000269|PubMed:15215166, ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:21984732, ECO:0000269|PubMed:22178883, ECO:0000269|PubMed:22946059
A2AHL1	Multi-pass membrane protein	ECO:0000305
Q6IWH7	Multi-pass membrane protein	ECO:0000269|PubMed:14981236, ECO:0000269|PubMed:17308099, ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:22946059
P20594	Single-pass membrane protein	ECO:0000269|PubMed:24001744, ECO:0000269|PubMed:26980729
Q8BTZ5	Single-pass membrane protein	ECO:0000305
Q06481	Single-pass membrane protein	ECO:0000305
Q9HDC9	Single-pass membrane protein	ECO:0000269|PubMed:18513186
P05141	Multi-pass membrane protein	None
Q8C138	Multi-pass membrane protein	ECO:0000250
Q3UGP8	Multi-pass membrane protein	ECO:0000250|UniProtKB:O88788
Q9NVV5	Multi-pass membrane protein	ECO:0000305
P51648	Single-pass membrane protein	ECO:0000250|UniProtKB:P30839
P30355	Multi-pass membrane protein	ECO:0000269|PubMed:19075240
Q6ZNB7	Multi-pass membrane protein	ECO:0000269|PubMed:20643956
P97793	Single-pass membrane protein	ECO:0000250
Q86WK6	Single-pass membrane protein	ECO:0000250|UniProtKB:Q80ZD8
Q86SJ2	Single-pass membrane protein	ECO:0000250
Q8C2S7	Single-pass membrane protein	ECO:0000305
Q9BV10	Multi-pass membrane protein	ECO:0000305
Q9Y673	Single-pass membrane protein	ECO:0000250
P19021	Single-pass membrane protein	None
P16406	Single-pass membrane protein	None
P15144	Single-pass membrane protein	ECO:0000269|PubMed:2564851, ECO:0000269|PubMed:9056417
Q2KHK3	Single-pass membrane protein	ECO:0000250|UniProtKB:Q6Q4G3
Q8BH79	Multi-pass membrane protein	ECO:0000250
Q8BHY3	Multi-pass membrane protein	ECO:0000269|PubMed:18585372, ECO:0000269|PubMed:22075693
P18293	Single-pass membrane protein	None
Q61271	Single-pass membrane protein	ECO:0000250
P30545	Multi-pass membrane protein	None
Q0VDE8	Single-pass membrane protein	ECO:0000255
Q8R534	Single-pass membrane protein	ECO:0000305
Q8BQS5	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q86V24
P13945	Multi-pass membrane protein	None
Q9H0C2	Multi-pass membrane protein	None
A2AJA7	Single-pass membrane protein	ECO:0000250
Q9D8B1	Multi-pass membrane protein	ECO:0000305
Q6P8H8	Multi-pass membrane protein	ECO:0000250
Q8BS35	Multi-pass membrane protein	ECO:0000250
Q8CHJ2	Multi-pass membrane protein	ECO:0000305
Q02013	Multi-pass membrane protein	ECO:0000269|PubMed:12133842
Q8R2N1	Multi-pass membrane protein	None
P55087	Multi-pass membrane protein	None
P55064	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9WTY4
Q8BH07	Multi-pass membrane protein	ECO:0000305
Q8K3A6	Single-pass membrane protein	ECO:0000305
C0HK80	Single-pass membrane protein	ECO:0000269|PubMed:21177646
Q6NXK8	Multi-pass membrane protein	ECO:0000250
Q16515	Multi-pass membrane protein	ECO:0000250
Q9D7N9	Single-pass membrane protein	ECO:0000250
P29972	Multi-pass membrane protein	ECO:0000269|PubMed:23219802
P41181	Multi-pass membrane protein	ECO:0000269|PubMed:12194985
Q13520	Multi-pass membrane protein	ECO:0000250
A6NL99	Multi-pass membrane protein	ECO:0000305
O54794	Multi-pass membrane protein	None
Q8N6S5	Multi-pass membrane protein	ECO:0000305
Q9H2C2	Multi-pass membrane protein	ECO:0000269|PubMed:20663892
Q9D081	Single-pass membrane protein	ECO:0000250|UniProtKB:P38242
Q9BT22	Single-pass membrane protein	ECO:0000305
Q9DB25	Single-pass membrane protein	ECO:0000250
Q8VDI9	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9H6U8
Q6PB70	Multi-pass membrane protein	ECO:0000250
Q86W74	Single-pass membrane protein	ECO:0000305
Q64133	Single-pass membrane protein	None
F7VJQ1	Single-pass membrane protein	ECO:0000269|PubMed:21478263
Q9DBE8	Single-pass membrane protein	ECO:0000305
Q9Y672	Multi-pass membrane protein	ECO:0000305
Q9R049	Multi-pass membrane protein	ECO:0000250
Q80ZD8	Single-pass membrane protein	ECO:0000269|PubMed:21983541, ECO:0000269|PubMed:22056818
Q86WK7	Single-pass membrane protein	ECO:0000305
Q8K592	Single-pass membrane protein	ECO:0000250
Q8C5H1	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q32M45
Q14AT5	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6IWH7
P86044	Multi-pass membrane protein	ECO:0000250
Q9H6X2	Single-pass membrane protein	ECO:0000269|PubMed:16762926
O70423	Single-pass membrane protein	ECO:0000250
P21397	Single-pass membrane protein	None
P27338	Single-pass membrane protein	None
Q9WV08	Multi-pass membrane protein	ECO:0000250|UniProtKB:P35414
P51693	Single-pass membrane protein	None
Q8IVJ8	Single-pass membrane protein	ECO:0000305
Q8C4A0	Multi-pass membrane protein	ECO:0000250
Q8J025	Single-pass membrane protein	ECO:0000269|PubMed:20393562
Q9DCZ9	Multi-pass membrane protein	ECO:0000305
Q6A058	Single-pass membrane protein	ECO:0000305
Q9BXJ7	Single-pass membrane protein	ECO:0000250|UniProtKB:Q99JB7
Q9HCJ1	Multi-pass membrane protein	ECO:0000305
Q32M45	Multi-pass membrane protein	ECO:0000269|PubMed:22946059
Q4KMQ2	Multi-pass membrane protein	ECO:0000269|PubMed:20056604, ECO:0000269|PubMed:21107324, ECO:0000269|PubMed:22075693, ECO:0000269|PubMed:22946059
Q8BVM2	Single-pass membrane protein	ECO:0000305
Q8NCL9	Single-pass membrane protein	ECO:0000305
Q8BVF7	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q96BI3
Q8IXF9	Multi-pass membrane protein	ECO:0000305
Q9JKW0	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q15041
P31955	Single-pass membrane protein	None
Q6VVW5	Single-pass membrane protein	ECO:0000250|UniProtKB:P20594
Q9CZ52	Single-pass membrane protein	ECO:0000250
Q6DFX2	Single-pass membrane protein	ECO:0000250
Q8WW43	Multi-pass membrane protein	ECO:0000305
Q53RT3	Single-pass membrane protein	ECO:0000255
P15514	Single-pass membrane protein	None
Q9BYT9	Multi-pass membrane protein	ECO:0000305
Q75UR0	Multi-pass membrane protein	ECO:0000269|PubMed:17418107
Q6P9J9	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q4KMQ2
P58335	Single-pass membrane protein	None
Q8BW75	Single-pass membrane protein	ECO:0000250
Q3U128	Single-pass membrane protein	ECO:0000250
Q96BI3	Multi-pass membrane protein	ECO:0000269|PubMed:12522139
P35414	Data unknown	ECO:0000269|PubMed:25639753
Q96LR9	Multi-pass membrane protein	ECO:0000305|PubMed:15102925
Q03157	Single-pass membrane protein	None
Q8BHH1	Multi-pass membrane protein	ECO:0000305
O94778	Multi-pass membrane protein	None
Q9JJJ3	Multi-pass membrane protein	ECO:0000250
Q8N7S6	Single-pass membrane protein	ECO:0000305
Q7L311	Single-pass membrane protein	ECO:0000305
Q9CX83	Single-pass membrane protein	ECO:0000305
Q9D0U9	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9H2C2
C0HK79	Single-pass membrane protein	ECO:0000269|PubMed:21177646
Q9NR71	Single-pass membrane protein	ECO:0000269|PubMed:15845354
Q6X1Y6	Multi-pass membrane protein	ECO:0000269|PubMed:15051137
Q9NY37	Multi-pass membrane protein	ECO:0000269|PubMed:10767424
O60312	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
P98196	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
Q9HD20	Multi-pass membrane protein	ECO:0000269|PubMed:24392018
Q9CTG6	Multi-pass membrane protein	ECO:0000250
Q4VNC1	Multi-pass membrane protein	ECO:0000305
Q6PIE5	Multi-pass membrane protein	ECO:0000250
Q6PIC6	Multi-pass membrane protein	ECO:0000250
P05026	Single-pass membrane protein	ECO:0000255
P97370	Single-pass membrane protein	ECO:0000250
G5E829	Multi-pass membrane protein	ECO:0000255
Q6Q477	Multi-pass membrane protein	ECO:0000250|UniProtKB:P23634
Q9CR84	Multi-pass membrane protein	ECO:0000250
P56383	Multi-pass membrane protein	None
Q99941	Single-pass membrane protein	None
P24721	Single-pass membrane protein	None
Q80VP9	Single-pass membrane protein	ECO:0000305
Q8BSY0	Single-pass membrane protein	ECO:0000250|UniProtKB:Q28056
Q5XF89	Multi-pass membrane protein	ECO:0000250
Q3TYU2	Multi-pass membrane protein	ECO:0000305
P14231	Single-pass membrane protein	None
P54709	Single-pass membrane protein	ECO:0000269|PubMed:17081065
Q8R429	Multi-pass membrane protein	ECO:0000250|UniProtKB:P04191
O55143	Multi-pass membrane protein	ECO:0000269|PubMed:23395171
Q64518	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q93084
Q8NHH9	Multi-pass membrane protein	ECO:0000269|PubMed:18270207
Q04656	Multi-pass membrane protein	ECO:0000269|PubMed:10484781, ECO:0000269|PubMed:9147644, ECO:0000269|PubMed:9467005
Q4VNC0	Multi-pass membrane protein	ECO:0000305
P14415	Single-pass membrane protein	None
O14983	Multi-pass membrane protein	ECO:0000250|UniProtKB:P04191
P16615	Multi-pass membrane protein	ECO:0000250|UniProtKB:O55143
Q93084	Multi-pass membrane protein	ECO:0000269|PubMed:15028735
Q9R0K7	Multi-pass membrane protein	ECO:0000269|PubMed:12209837
Q80XR2	Multi-pass membrane protein	ECO:0000250
O43520	Multi-pass membrane protein	ECO:0000269|PubMed:17948906, ECO:0000269|PubMed:20947505, ECO:0000269|PubMed:20961850, ECO:0000269|PubMed:21914794
Q8TF62	Multi-pass membrane protein	ECO:0000269|PubMed:20947505
Q6EBV9	Multi-pass membrane protein	ECO:0000269|PubMed:15755735
Q8WXF7	Multi-pass membrane protein	ECO:0000269|PubMed:14506257, ECO:0000269|PubMed:16339213, ECO:0000269|PubMed:17321752, ECO:0000269|PubMed:19665976
Q64436	Multi-pass membrane protein	None
P51164	Single-pass membrane protein	None
P00846	Multi-pass membrane protein	None
Q64446	Multi-pass membrane protein	ECO:0000250|UniProtKB:P35670
O54827	Multi-pass membrane protein	ECO:0000250
Q9P241	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
Q9Y2G3	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
P54707	Multi-pass membrane protein	None
Q9H7F0	Multi-pass membrane protein	ECO:0000250
Q5XF90	Multi-pass membrane protein	ECO:0000305
Q9WV27	Multi-pass membrane protein	None
P48201	Multi-pass membrane protein	None
Q9Y2Q0	Multi-pass membrane protein	ECO:0000250|UniProtKB:P70704
Q148W0	Multi-pass membrane protein	ECO:0000269|PubMed:20852622
Q7Z3C6	Multi-pass membrane protein	None
P03930	Single-pass membrane protein	None
O70228	Multi-pass membrane protein	ECO:0000250
O43861	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
Q8N2F6	Single-pass membrane protein	ECO:0000269|PubMed:12839973
Q9UH62	Single-pass membrane protein	ECO:0000305
Q5U4P2	Single-pass membrane protein	ECO:0000305
Q99ME6	Single-pass membrane protein	ECO:0000250
P98194	Multi-pass membrane protein	ECO:0000269|PubMed:12707275
A7L9Z8	Multi-pass membrane protein	ECO:0000305
Q9NVI7	Single-pass membrane protein	None
Q68FE2	Multi-pass membrane protein	ECO:0000250
Q64430	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q04656
O75110	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
Q5H9R4	Single-pass membrane protein	ECO:0000305
Q9UHC3	Multi-pass membrane protein	ECO:0000250
Q2TA57	Single-pass membrane protein	ECO:0000305
Q12797	Single-pass membrane protein	ECO:0000250|UniProtKB:Q28056
Q6ZWX0	Multi-pass membrane protein	ECO:0000305
O14525	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q61137
Q80Z10	Multi-pass membrane protein	ECO:0000269|PubMed:20573900
Q8K2X1	Multi-pass membrane protein	ECO:0000250
Q9QZW0	Multi-pass membrane protein	ECO:0000250
Q9Z1W8	Multi-pass membrane protein	None
P05023	Multi-pass membrane protein	ECO:0000269|PubMed:7711835
P50993	Multi-pass membrane protein	ECO:0000269|PubMed:7711835
P13637	Multi-pass membrane protein	ECO:0000269|PubMed:7711835
Q9UN42	Single-pass membrane protein	ECO:0000250
P20020	Multi-pass membrane protein	None
Q01814	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q9R0K7
Q16720	Multi-pass membrane protein	None
P23634	Multi-pass membrane protein	ECO:0000269|PubMed:2137451
O75185	Multi-pass membrane protein	ECO:0000305
P05496	Multi-pass membrane protein	None
Q06055	Multi-pass membrane protein	None
O60423	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6UQ17
Q9D0L7	Single-pass membrane protein	ECO:0000250
Q9P291	Single-pass membrane protein	ECO:0000305
Q9JHE3	Single-pass membrane protein	ECO:0000269|PubMed:11591392, ECO:0000269|PubMed:12921776
Q925H0	Multi-pass membrane protein	ECO:0000269|PubMed:15537887, ECO:0000269|PubMed:15708491
Q96FT7	Multi-pass membrane protein	ECO:0000250
Q9Y284	Multi-pass membrane protein	ECO:0000305
O94823	Multi-pass membrane protein	None
P98197	Multi-pass membrane protein	ECO:0000250
Q8NB49	Multi-pass membrane protein	ECO:0000269|PubMed:21914794
Q9EPE9	Multi-pass membrane protein	ECO:0000250
Q9NQ11	Multi-pass membrane protein	ECO:0000250
Q8VDN2	Multi-pass membrane protein	ECO:0000250|UniProtKB:P05023
Q13733	Multi-pass membrane protein	ECO:0000269|PubMed:16175638
P14094	Single-pass membrane protein	ECO:0000255
Q9NTI2	Multi-pass membrane protein	ECO:0000305
P98198	Multi-pass membrane protein	ECO:0000269|PubMed:20947505, ECO:0000269|PubMed:20961850
Q8BH66	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q8WXF7
Q6PA06	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q8NHH9
Q7L4S7	Single-pass membrane protein	ECO:0000305
P34927	Single-pass membrane protein	None
P07307	Single-pass membrane protein	None
P70704	Multi-pass membrane protein	ECO:0000269|PubMed:16643453
P98200	Multi-pass membrane protein	ECO:0000305
P98199	Multi-pass membrane protein	ECO:0000250|UniProtKB:P98198
A3FIN4	Multi-pass membrane protein	ECO:0000269|PubMed:19657017
Q925I1	Single-pass membrane protein	ECO:0000250
F6VAN0	Single-pass membrane protein	ECO:0000250
Q8NBQ7	Multi-pass membrane protein	ECO:0000305
Q15041	Multi-pass membrane protein	ECO:0000269|PubMed:10995579
Q6PGD0	Single-pass membrane protein	ECO:0000250|UniProtKB:Q6UW56
Q8BHS6	Single-pass membrane protein	ECO:0000305
P07306	Single-pass membrane protein	ECO:0000269|PubMed:20886072
P56134	Single-pass membrane protein	ECO:0000305
O75882	Single-pass membrane protein	ECO:0000269|PubMed:7539799
Q9Y679	Single-pass membrane protein	ECO:0000269|PubMed:12042322, ECO:0000269|PubMed:18711132
Q58HT5	Multi-pass membrane protein	ECO:0000250
P59017	Single-pass membrane protein	ECO:0000250
Q9EQG5	Single-pass membrane protein	ECO:0000305
O76090	Multi-pass membrane protein	ECO:0000269|PubMed:19853238, ECO:0000269|PubMed:26200502
Q5FYA8	Multi-pass membrane protein	ECO:0000305
Q61137	Multi-pass membrane protein	ECO:0000269|PubMed:20573900, ECO:0000269|PubMed:8602532
O75129	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q80Z10
P56384	Multi-pass membrane protein	ECO:0000250
Q6UQ17	Multi-pass membrane protein	ECO:0000269|PubMed:14975727, ECO:0000269|PubMed:19017724
Q91YH5	Multi-pass membrane protein	ECO:0000250|UniProtKB:Q6DD88
P54710	Single-pass membrane protein	ECO:0000305
Q6RW13	Multi-pass membrane protein	ECO:0000269|PubMed:12960423
Q8NBF6	Single-pass membrane protein	ECO:0000269|PubMed:22595670
Q13705	Single-pass membrane protein	ECO:0000250
Q80U56	Single-pass membrane protein	ECO:0000250
A2ADU9	Multi-pass membrane protein	ECO:0000250
Q9Z0F3	Data unknown	ECO:0000250
Q8NCR0	Single-pass membrane protein	ECO:0000250
Q8BGY6	Single-pass membrane protein	ECO:0000250
